1037409.BJ6T_18600	543.8	COG0012	1037409.67463
1089456.NCGM2_0913	562.1	COG0012	1089456.73453
1148.SYNGTS_1374	541.3	COG0012	1148.67081
944546.ABED_0682	520.7	COG0012	944546.61719
944547.ABLL_0922	516.8	COG0012	944547.61721
1037409.BJ6T_06760	471.6	COG0016	1037409.67463
1089456.NCGM2_3777	479.6	COG0016	1089456.73453
1148.SYNGTS_2365	462.9	COG0016	1148.67081
944546.ABED_1860	389.6	COG0016	944546.61719
944547.ABLL_2541	398.7	COG0016	944547.61721
1037409.BJ6T_49620	586.3	COG0018	1037409.67463
1089456.NCGM2_0461	591.2	COG0018	1089456.73453
1148.SYNGTS_2870	568.1	COG0018	1148.67081
944546.ABED_1924	531.7	COG0018	944546.61719
944547.ABLL_2612	534.9	COG0018	944547.61721
1037409.BJ6T_43820	180.8	COG0048	1037409.67463
1089456.NCGM2_5513	180.1	COG0048	1089456.73453
1148.SYNGTS_1749	179.1	COG0048	1148.67081
944546.ABED_1798	173.1	COG0048	944546.61719
944547.ABLL_2421	173.1	COG0048	944547.61721
1037409.BJ6T_43830	217.6	COG0049	1037409.67463
1089456.NCGM2_5512	246.6	COG0049	1089456.73453
1148.SYNGTS_1748	234.3	COG0049	1148.67081
944546.ABED_1797	231.2	COG0049	944546.61719
944547.ABLL_2420	233.2	COG0049	944547.61721
1037409.BJ6T_48500	388.1	COG0052	1037409.67463
1089456.NCGM2_4787	407.6	COG0052	1089456.73453
1148.SYNGTS_1572	387.7	COG0052	1148.67081
944546.ABED_0514	390.8	COG0052	944546.61719
944547.ABLL_0659	387.8	COG0052	944547.61721
1037409.BJ6T_43720	262.3	COG0080	1037409.67463
1089456.NCGM2_5519	256.0	COG0080	1089456.73453
1148.SYNGTS_0845	261.6	COG0080	1148.67081
944546.ABED_1709	231.7	COG0080	944546.61719
944547.ABLL_2473	234.6	COG0080	944547.61721
1037409.BJ6T_43730	335.9	COG0081	1037409.67463
1089456.NCGM2_5518	328.3	COG0081	1089456.73453
1148.SYNGTS_0844	316.2	COG0081	1148.67081
944546.ABED_1708	321.6	COG0081	944546.61719
944547.ABLL_2472	325.3	COG0081	944547.61721
1037409.BJ6T_43770	2210.2	COG0085	1037409.67463
1089456.NCGM2_5515	2136.9	COG0085	1089456.73453
1148.SYNGTS_0791	2010.3	COG0085	1148.67081
944546.ABED_1704	1554.3	COG0085	944546.61719
944546.ABED_1705	1982.0	COG0085	944546.61719
944547.ABLL_2468	1561.9	COG0085	944547.61721
944547.ABLL_2469	1978.0	COG0085	944547.61721
1037409.BJ6T_43780	1828.6	COG0086	1037409.67463
1089456.NCGM2_5514	1807.9	COG0086	1089456.73453
1148.SYNGTS_0790	803.2	COG0086	1148.67081
1148.SYNGTS_1691	878.7	COG0086	1148.67081
944546.ABED_1704	1745.9	COG0086	944546.61719
944547.ABLL_2468	1748.5	COG0086	944547.61721
1037409.BJ6T_43870	312.8	COG0087	1037409.67463
1089456.NCGM2_5508	325.7	COG0087	1089456.73453
1148.SYNGTS_0775	278.6	COG0087	1148.67081
944546.ABED_0699	144.8	COG0087	944546.61719
944547.ABLL_0974	144.1	COG0087	944547.61721
1037409.BJ6T_43880	286.7	COG0088	1037409.67463
1089456.NCGM2_5507	286.2	COG0088	1089456.73453
1148.SYNGTS_0774	313.0	COG0088	1148.67081
944546.ABED_0700	244.9	COG0088	944546.61719
944547.ABLL_0975	241.8	COG0088	944547.61721
1037409.BJ6T_43900	414.1	COG0090	1037409.67463
1089456.NCGM2_5505	401.7	COG0090	1089456.73453
1148.SYNGTS_0772	419.7	COG0090	1148.67081
944546.ABED_0702	407.1	COG0090	944546.61719
944547.ABLL_0977	406.4	COG0090	944547.61721
1037409.BJ6T_43920	158.8	COG0091	1037409.67463
1089456.NCGM2_5503	163.9	COG0091	1089456.73453
1148.SYNGTS_0770	199.6	COG0091	1148.67081
944546.ABED_0704	160.2	COG0091	944546.61719
944547.ABLL_0979	159.1	COG0091	944547.61721
1037409.BJ6T_43930	403.0	COG0092	1037409.67463
1089456.NCGM2_5502	404.9	COG0092	1089456.73453
1148.SYNGTS_0769	367.6	COG0092	1148.67081
944546.ABED_0705	377.9	COG0092	944546.61719
944547.ABLL_0980	377.7	COG0092	944547.61721
1037409.BJ6T_43970	216.8	COG0093	1037409.67463
1089456.NCGM2_5498	217.9	COG0093	1089456.73453
1148.SYNGTS_0765	186.8	COG0093	1148.67081
944546.ABED_0709	209.1	COG0093	944546.61719
944547.ABLL_0984	208.9	COG0093	944547.61721
1037409.BJ6T_43990	278.6	COG0094	1037409.67463
1089456.NCGM2_5496	283.6	COG0094	1089456.73453
1148.SYNGTS_0763	281.7	COG0094	1148.67081
944546.ABED_0711	228.1	COG0094	944546.61719
944547.ABLL_0986	225.2	COG0094	944547.61721
1037409.BJ6T_44010	174.6	COG0096	1037409.67463
1089456.NCGM2_5494	152.6	COG0096	1089456.73453
1148.SYNGTS_0762	172.3	COG0096	1148.67081
944546.ABED_0713	157.0	COG0096	944546.61719
944547.ABLL_0988	156.5	COG0096	944547.61721
1037409.BJ6T_44020	245.3	COG0097	1037409.67463
1089456.NCGM2_5493	239.4	COG0097	1089456.73453
1148.SYNGTS_0761	250.1	COG0097	1148.67081
944546.ABED_0714	215.9	COG0097	944546.61719
944547.ABLL_0989	212.1	COG0097	944547.61721
1037409.BJ6T_44040	262.4	COG0098	1037409.67463
1089456.NCGM2_5491	251.1	COG0098	1089456.73453
1148.SYNGTS_0759	223.6	COG0098	1148.67081
944546.ABED_0716	229.4	COG0098	944546.61719
944547.ABLL_0991	229.4	COG0098	944547.61721
1037409.BJ6T_44090	189.6	COG0099	1037409.67463
1089456.NCGM2_5486	189.8	COG0099	1089456.73453
1148.SYNGTS_0753	185.5	COG0099	1148.67081
944546.ABED_0963	181.9	COG0099	944546.61719
944547.ABLL_1774	181.1	COG0099	944547.61721
1037409.BJ6T_44100	214.7	COG0100	1037409.67463
1089456.NCGM2_5485	211.7	COG0100	1089456.73453
1148.SYNGTS_0752	208.9	COG0100	1148.67081
944546.ABED_0964	189.6	COG0100	944546.61719
944547.ABLL_1773	193.2	COG0100	944547.61721
1037409.BJ6T_47250	201.5	COG0102	1037409.67463
1089456.NCGM2_1170	217.6	COG0102	1089456.73453
1148.SYNGTS_0748	211.9	COG0102	1148.67081
944546.ABED_0094	185.5	COG0102	944546.61719
944547.ABLL_0247	184.8	COG0102	944547.61721
1037409.BJ6T_47260	235.5	COG0103	1037409.67463
1089456.NCGM2_1171	158.7	COG0103	1089456.73453
1148.SYNGTS_0747	206.8	COG0103	1148.67081
944546.ABED_0095	197.6	COG0103	944546.61719
944547.ABLL_0246	196.2	COG0103	944547.61721
1037409.BJ6T_18330	505.1	COG0124	1037409.67463
1089456.NCGM2_4989	530.1	COG0124	1089456.73453
1148.SYNGTS_2208	523.3	COG0124	1148.67081
944546.ABED_0911	468.7	COG0124	944546.61719
944547.ABLL_1218	475.5	COG0124	944547.61721
1037409.BJ6T_49700	609.6	COG0172	1037409.67463
1089456.NCGM2_3628	656.4	COG0172	1089456.73453
1148.SYNGTS_0652	574.7	COG0172	1148.67081
944546.ABED_0320	567.6	COG0172	944546.61719
944547.ABLL_0481	579.7	COG0172	944547.61721
1037409.BJ6T_07840	120.0	COG0184	1037409.67463
1089456.NCGM2_0797	132.6	COG0184	1089456.73453
1148.SYNGTS_0306	116.6	COG0184	1148.67081
944546.ABED_0345	118.3	COG0184	944546.61719
944547.ABLL_0499	121.5	COG0184	944547.61721
1037409.BJ6T_43910	150.7	COG0185	1037409.67463
1089456.NCGM2_5504	165.2	COG0185	1089456.73453
1148.SYNGTS_0771	170.3	COG0185	1148.67081
944546.ABED_0703	157.2	COG0185	944546.61719
944547.ABLL_0978	157.8	COG0185	944547.61721
1037409.BJ6T_43960	129.8	COG0186	1037409.67463
1089456.NCGM2_5499	149.2	COG0186	1089456.73453
1148.SYNGTS_0766	131.3	COG0186	1148.67081
944546.ABED_0708	105.0	COG0186	944546.61719
944547.ABLL_0983	103.7	COG0186	944547.61721
1037409.BJ6T_43940	202.8	COG0197	1037409.67463
1089456.NCGM2_5501	195.8	COG0197	1089456.73453
1148.SYNGTS_0768	226.3	COG0197	1148.67081
944546.ABED_0706	197.1	COG0197	944546.61719
944547.ABLL_0981	197.6	COG0197	944547.61721
1037409.BJ6T_44060	186.4	COG0200	1037409.67463
1089456.NCGM2_5489	160.8	COG0200	1089456.73453
1148.SYNGTS_0758	186.0	COG0200	1148.67081
944546.ABED_0717	127.4	COG0200	944546.61719
944547.ABLL_0992	123.6	COG0200	944547.61721
1037409.BJ6T_44070	544.8	COG0201	1037409.67463
1089456.NCGM2_5488	536.8	COG0201	1089456.73453
1148.SYNGTS_0757	467.1	COG0201	1148.67081
944546.ABED_0718	447.2	COG0201	944546.61719
944547.ABLL_0993	446.6	COG0201	944547.61721
1037409.BJ6T_44110	440.9	COG0202	1037409.67463
1089456.NCGM2_5483	427.8	COG0202	1089456.73453
1148.SYNGTS_0751	364.5	COG0202	1148.67081
944546.ABED_0966	298.6	COG0202	944546.61719
944547.ABLL_1771	299.5	COG0202	944547.61721
1037409.BJ6T_60740	632.7	COG0215	1037409.67463
1089456.NCGM2_2699	749.6	COG0215	1089456.73453
1148.SYNGTS_1850	666.0	COG0215	1148.67081
944546.ABED_0227	608.6	COG0215	944546.61719
944547.ABLL_0379	583.6	COG0215	944547.61721
1037409.BJ6T_44030	180.4	COG0256	1037409.67463
1089456.NCGM2_5492	182.3	COG0256	1089456.73453
1148.SYNGTS_0760	189.3	COG0256	1148.67081
944546.ABED_0715	131.0	COG0256	944546.61719
944547.ABLL_0990	135.3	COG0256	944547.61721
1037409.BJ6T_05950	1139.6	COG0495	1037409.67463
1089456.NCGM2_5187	1288.3	COG0495	1089456.73453
1148.SYNGTS_0727	1256.6	COG0495	1148.67081
944546.ABED_0377	1107.7	COG0495	944546.61719
944547.ABLL_0532	1100.3	COG0495	944547.61721
1037409.BJ6T_40230	270.2	COG0522	1037409.67463
1089456.NCGM2_5484	296.6	COG0522	1089456.73453
1148.SYNGTS_2341	259.9	COG0522	1148.67081
944546.ABED_0965	285.1	COG0522	944546.61719
944547.ABLL_1772	286.2	COG0522	944547.61721
1037409.BJ6T_52700	1409.4	COG0525	1037409.67463
1089456.NCGM2_5023	1434.7	COG0525	1089456.73453
1148.SYNGTS_2918	1455.6	COG0525	1148.67081
944546.ABED_0537	1272.1	COG0525	944546.61719
944547.ABLL_0703	1270.7	COG0525	944547.61721
1037409.BJ6T_05380	550.6	COG0533	1037409.67463
1089456.NCGM2_5607	610.8	COG0533	1089456.73453
1148.SYNGTS_1534	574.0	COG0533	1148.67081
944546.ABED_0155	493.3	COG0533	944546.61719
944547.ABLL_0279	496.9	COG0533	944547.61721
1037409.BJ6T_04500	728.8	COG0541	1037409.67463
1089456.NCGM2_4879	770.6	COG0541	1089456.73453
1148.SYNGTS_1731	716.6	COG0541	1148.67081
944546.ABED_1783	573.1	COG0541	944546.61719
944547.ABLL_2406	581.5	COG0541	944547.61721
1037409.BJ6T_04420	397.1	COG0552	1037409.67463
1037409.BJ6T_04500	247.2	COG0552	1037409.67463
1089456.NCGM2_4879	287.9	COG0552	1089456.73453
1089456.NCGM2_5826	454.6	COG0552	1089456.73453
1148.SYNGTS_1420	394.6	COG0552	1148.67081
1148.SYNGTS_1731	279.7	COG0552	1148.67081
944546.ABED_0841	352.4	COG0552	944546.61719
944546.ABED_1783	262.1	COG0552	944546.61719
944547.ABLL_1126	352.7	COG0552	944547.61721
944547.ABLL_2406	269.8	COG0552	944547.61721
